page,stt,ma_so,nhom,ten_mon_an,ten_mon_an_en,nang_luong_kcal,chat_dam_g,chat_beo_g,chat_bot_duong_g,vitamin_a_mcg,beta_carotene_mcg,vitamin_c_mg,calcium_mg,iron_mg,zinc_mg,sodium_mg,cholesterol_mg,magnesium_mg,transfat_mg
21,7,VPF-000127,Các món khác,Khoai lang chiên,Fried sweet potato,574.0,4.7,25.2,82.8,,,,,,,,10.8,,
21,8,VPF-000126,Các món khác,Đùi gà rán,Fried chicken thigh,251.0,24.3,17.4,0.9,132.0,,5.0,,,,167.0,83.0,,
21,9,VPF-000125,Các món khác,Đậu phụ sốt cà chua,Tofu in tomato sauce,320.0,20.0,24.8,4.2,,393.0,28.0,,,,1184.0,,,
21,10,VPF-000124,"Chè, các loại giải khát",Đậu phụ rán,Fried tofu,139.0,8.7,11.3,0.6,,,,,,,6.0,,,
21,11,VPF-000123,Các món khác,Đậu phụ nhồi thịt sốt cà chua,Tofu stuffed with meat in tomato sauce,248.0,20.0,17.6,0.9,,393.0,12.0,,,,493.0,20.0,,
21,12,VPF-000122,Các món khác,Chả xương xông,Fried meat wrapped in Piper lolot leaves,111.0,7.3,9.0,0.1,,,,,,,180.0,26.0,,
21,13,VPF-000121,Các món khác,Chả cá rán,Fried fish cakes,235.0,19.7,17.3,,,,,,,,194.0,,,
21,14,VPF-000120,Các món khác,Cánh gà tẩm bột rán,Battered fried chicken wings,205.0,11.7,14.9,9.6,46.0,,2.0,,,,92.4,28.5,,
21,15,VPF-000119,Các món khác,Cá trôi rán sốt cà chua,Fried carp with tomato sauce,449.0,36.5,30.7,6.5,1.1,579.4,,,,,990.6,,,
22,1,VPF-000118,Các món khác,Cá trắm rán,Fried grass carp,227.0,25.5,13.9,,,,,,,,,,,
22,2,VPF-000117,Các món khác,Cá thu rán sốt cà chua,Fried mackerel with tomato sauce,511.0,45.8,35.8,1.4,10.0,3243.0,1.0,,,,1061.0,,,
22,3,VPF-000116,Các món khác,Cá thu rán,Fried mackerel,338.0,27.3,25.4,,15.0,,,,,,165.0,,,
22,4,VPF-000115,Các món khác,Cá tẩm bột rán,Battered fried fish,246.0,18.3,17.1,4.4,,,,,,,4.0,,,
22,5,VPF-000114,Các món khác,Cá rô phi rán,Fried tilapia,622.0,104.8,22.3,0.4,,2850.0,63.0,,,,7.0,,,
22,6,VPF-000113,Các món khác,Cá rô đồng rán,Fried field perch,333.0,22.1,26.2,2.5,,573.1,13.4,,,,486.8,,,
22,7,VPF-000112,Các món khác,Cá nục rán,Fried mackerel (short mackerel),156.0,15.2,10.6,,11.0,,,,,,78.0,45.0,,
22,8,VPF-000111,Các món khác,Vịt quay,Roast duck,1220.0,34.0,118.0,5.0,810.0,,,,,,384.0,228.0,,
22,9,VPF-000110,Các món khác,Tôm nướng,Grilled shrimp,86.0,16.8,0.9,2.8,18.4,576.4,13.1,,,,136.0,140.0,,
22,10,VPF-000109,Các món khác,Thịt lợn xiên nướng,Grilled pork skewers,222.0,27.6,10.02,5.1,2.9,,1.45,,,,83.22,87.0,,
22,11,VPF-000108,Các món khác,Thịt lợn ba chỉ quay,Roasted pork belly,309.0,40.3,14.6,3.8,4.1,284.7,20.2,,,,389.4,123.5,,
22,12,VPF-000107,Các món khác,Thịt lợn ba chỉ quay,Roast pork belly,473.0,30.0,38.7,1.1,10.0,531.0,47.0,,,,103.0,122.4,,
22,13,VPF-000106,Các món khác,Sò huyết nướng mỡ hành,Grilled blood cockles with scallion oil,169.0,3.4,15.8,3.4,52.5,1385.0,70.0,,,,120.7,15.0,,
22,14,VPF-000105,Các món khác,Gà nướng,Grilled chicken,242.0,14.2,19.5,1.9,86.4,4.7,5.5,,,,33.8,57.6,,
22,15,VPF-000104,Các món khác,Chim câu nướng,Grilled pigeon,363.0,18.3,30.1,4.7,73.0,5.0,2.1,,,,49.6,95.0,,
23,1,VPF-000103,Các món khác,Cá trê nướng,Grilled catfish,396.0,47.0,22.9,0.4,93.33,2850.0,63.0,,,,166.0,141.0,,
23,2,VPF-000102,Các món khác,Bò nướng,Grilled beef,428.0,67.8,12.7,10.8,35.3,8.2,7.5,,,,254.6,173.5,,
23,3,VPF-000101,Các món khác,Bê nướng,Grilled veal,277.0,60.5,2.0,4.2,,11.0,12.0,,,,243.5,237.0,,
23,4,VPF-000100,Các món khác,Tôm biển hấp,Steamed shrimp,189.0,40.5,2.1,2.1,46.0,12.0,,,,,340.0,350.0,,
23,5,VPF-000099,Các món khác,Tim lợn luộc,Boiled pork heart,125.0,18.8,4.7,1.9,8.0,1050.0,16.0,,,,72.0,140.2,,
23,6,VPF-000098,Các món khác,Thịt vịt luộc,Boiled duck,1500.0,43.1,147.5,,270.0,,2.8,,,,236.3,285.0,,
23,7,VPF-000097,Các món khác,Thịt lợn thăn luộc,Boiled pork tenderloin,49.0,6.7,2.5,,1.0,,,,,,27.0,23.0,,
23,8,VPF-000096,Các món khác,Thịt lợn nạc vai luộc,Boiled pork shoulder,92.0,7.1,7.0,,1.0,,,,,,24.0,26.0,,
23,9,VPF-000095,Các món khác,Thịt lợn ba chỉ luộc,Boiled pork belly,117.0,7.4,9.7,,5.0,,,,,,25.0,30.6,,
23,10,VPF-000094,Các món khác,Thịt gà luộc,Boiled chicken,577.0,58.9,38.0,,348.0,,11.0,,,,203.0,217.5,,
23,11,VPF-000093,Các món khác,Thịt chân giò luộc,Boiled pork leg,216.0,15.7,17.0,,27.0,,,,,,42.0,66.0,,
23,12,VPF-000092,Các món khác,Thịt bò bắp luộc,Boiled beef shank,59.0,10.5,1.9,,,,0.5,,,,42.0,20.0,,
23,13,VPF-000091,Các món khác,Thịt bê hấp,Steamed veal,514.0,67.2,26.3,2.1,4.0,,7.8,,,,1038.7,273.0,,
23,14,VPF-000090,Các món khác,Tai lợn luộc,Boiled pork ear,126.0,21.0,4.1,1.3,,,,,,,191.0,82.0,,
23,15,VPF-000089,Các món khác,"Su hào, cà rốt luộc",Boiled kohlrabi and carrot,112.0,7.2,0.4,20.0,,8307.0,48.0,,,,155.1,,,
24,1,VPF-000088,Các món khác,Rau ngót luộc,Boiled sweet leaf,28.0,4.2,,2.7,,5320.0,148.0,,,,20.0,,,
24,2,VPF-000087,Các món khác,Rau mùng tơi luộc,Boiled Malabar spinach,11.0,1.6,,1.1,,1536.0,57.6,,,,30.4,,,312.8
24,3,VPF-000086,Các món khác,Rau muống luộc,Boiled water spinach,78.0,10.0,1.2,,,17463.0,72.0,,,,116.7,,,
24,4,VPF-000085,Các món khác,Rau giền luộc,Boiled amaranth leaves,74.0,5.9,0.5,11.2,,7344.0,160.2,,,,100.8,,,
24,5,VPF-000084,Các món khác,Rau bắp cải luộc,Boiled cabbage,58.0,3.6,,10.8,,130.0,60.0,,,,56.0,,,
24,6,VPF-000083,Các món khác,Ốc vặn luộc,Boiled whelk,91.0,15.4,0.9,,12.3,165.5,,,,,,,,
24,7,VPF-000082,Các món khác,Ốc nhồi hấp,Steamed stuffed snails,191.0,19.9,4.3,18.1,2.0,,0.8,,,,155.0,33.5,,
24,8,VPF-000081,Các món khác,Ngọn su su luộc,Boiled chayote shoots,14.0,2.2,,1.4,,1552.0,8.8,,,,13.6,,,
24,9,VPF-000080,Các món khác,Mực hấp,Steamed squid,95.0,17.0,0.8,4.9,9.4,3086.7,47.8,,,,232.0,280.8,,
24,10,VPF-000079,Các món khác,Lưỡi lợn luộc,Boiled pork tongue,550.0,40.8,43.0,,,,11.0,,,,275.0,253.0,,
24,11,VPF-000078,Các món khác,Lòng lợn luộc,Boiled pork intestines,250.0,30.8,13.6,1.2,6008.0,,19.0,,,,41.3,1197.0,,
24,12,VPF-000077,Các món khác,Giá đỗ luộc,Boiled bean sprouts,65.0,8.3,,8.0,,19.0,15.0,,,,34.5,,,
24,13,VPF-000076,Các món khác,Ghẹ hấp,Steamed crab,81.0,17.9,1.1,,2.0,,,,,,290.0,77.2,,
24,14,VPF-000075,Các món khác,Gà xé phay,Shredded chicken,496.0,35.9,19.7,44.1,180.0,347.4,35.1,,,,586.4,120.0,,
24,15,VPF-000074,Các món khác,Gan lợn luộc,Boiled pork liver,371.0,60.2,11.5,6.4,192000.0,,57.6,,,,352.0,1024.0,,
25,1,VPF-000073,Các món khác,Đuôi lợn luộc,Boiled pork tail,374.0,8.6,37.7,,,,,,,,50.4,77.6,,
25,2,VPF-000072,Các món khác,Đậu phụ luộc,Boiled tofu,190.0,21.8,10.8,,,,,,,,14.0,,,
25,3,VPF-000071,Các món khác,Đậu cove luộc,Boiled green beans,58.0,4.0,,10.6,,144.0,20.0,,,,76.8,,,
25,4,VPF-000070,Các món khác,Đậu đũa luộc,Boiled yardlong beans,243.0,24.0,1.6,33.2,,,88.0,,,,20.0,,,
25,5,VPF-000069,Các món khác,Dồi lợn luộc,Boiled pork sausage,274.0,29.8,17.0,,,,,,,,,,,
25,6,VPF-000068,Các món khác,Dê tái chanh,Rare goat with lime,501.0,73.7,17.3,12.2,312.1,907.7,50.7,,,,1461.2,199.0,,
25,7,VPF-000067,Các món khác,Dạ dày luộc,Boiled pork stomach,159.0,27.4,5.4,,,,,,,,140.6,337.6,,
25,8,VPF-000066,Các món khác,Củ cải luộc,Boiled radish,63.0,4.4,,10.7,,,87.0,,,,29.0,,,
25,9,VPF-000065,Các món khác,Cua biển hấp,Steamed crab,186.0,22.3,2.6,18.4,64.8,427.5,35.0,,,,2.8,,,
25,10,VPF-000064,Các món khác,Bí xanh luộc,Boiled winter melon,10.0,0.5,,1.9,,4.0,12.8,,,,10.4,,,
25,11,VPF-000063,Các món khác,Bí đỏ luộc,Boiled pumpkin,19.0,0.2,,4.5,,2480.0,6.4,,,,6.4,,,
25,12,VPF-000062,Các món khác,Vịt om sấu,Duck braised with dracontomelon,2814.0,79.9,265.5,26.1,270.0,,6.8,,,,1205.3,513.0,,
25,13,VPF-000061,Các món khác,Thịt mông sấn kho cùi dừa,Braised pork haunch with coconut flesh,309.0,14.4,25.9,4.5,7.8,,2.1,,,,241.9,47.0,,
25,14,VPF-000060,Các món khác,Thịt mông sấn kho củ cải,Braised pork haunch with daikon,861.0,51.2,67.2,12.4,29.4,0.5,54.2,,,,425.6,176.4,,
25,15,VPF-000059,Các món khác,Thịt lợn thăn rim,Caramelized pork tenderloin,139.0,19.0,7.0,,2.0,,0.8,,,,657.0,67.0,,
26,1,VPF-000058,Các món khác,Thịt lợn sốt cà chua,Pork in tomato sauce,98.0,7.5,7.1,1.1,0.8,0.8,10.0,,,,415.0,26.0,,
26,2,VPF-000057,Các món khác,Thịt lợn ba chỉ kho trứng cút,Braised pork belly with quail eggs,473.0,26.3,36.3,10.1,133.0,133.0,11.0,,,,912.0,504.0,,
26,3,VPF-000056,Các món khác,Thịt lợn ba chỉ kho tàu,Caramelized braised pork belly,260.0,16.5,21.5,,10.0,,2.0,,,,1193.0,68.0,,
26,4,VPF-000055,Các món khác,Thịt chân giò nấu đông,Jellied pork leg stew,419.0,25.6,32.8,5.7,44.1,8.1,2.0,,,,1083.1,88.2,,
26,5,VPF-000054,Các món khác,Thịt bò sốt vang,Beef stew in red wine sauce,905.0,65.9,42.0,46.7,6.9,7267.7,156.4,,,,583.3,205.8,,
26,6,VPF-000053,Các món khác,Thịt bò kho,Braised beef,421.0,36.0,31.0,,,,1.0,,,,898.0,118.0,,
26,7,VPF-000052,Các món khác,Ốc om chuối đậu,Snail braised with banana and tofu,600.0,37.0,41.3,21.0,8.0,974.7,41.3,,,,578.0,48.0,,
26,8,VPF-000051,Các món khác,Lươn om chuối đậu,Eel braised with banana and tofu,530.0,33.3,33.3,24.2,1764.0,47.0,6.1,,,,664.0,123.5,,
26,9,VPF-000050,Các món khác,Gà Tần thuốc bắc,Herbal stewed chicken,283.0,28.7,16.8,4.2,153.4,0.1,6.2,,,,492.2,102.3,,
26,10,VPF-000049,Các món khác,Đậu phụ kho thịt,Braised tofu with pork,452.0,30.8,35.9,2.0,42.1,393.0,42.0,,,,837.6,54.4,,
26,11,VPF-000048,Các món khác,Đậu phụ kho nấm,Braised tofu with mushrooms,194.0,22.1,9.0,6.41,0.6,,,,,,546.9,18.0,,
26,12,VPF-000047,Các món khác,Cá Trắm kho,Braised grass carp,,110.0,20.4,3.1,,,,,,,775.0,,,
26,13,VPF-000046,Các món khác,Cá Trạch kho,Braised loach fish,298.0,31.2,10.0,,0.5,,,,,,1182.0,,,
26,14,VPF-000045,Các món khác,Cá thu kho,Braised Spanish mackerel,116.0,13.0,7.2,0.3,7.0,,,,,,658.0,,,
26,15,VPF-000044,Các món khác,Cá quả (Cá lóc) kho,Braised snakehead fish,54.0,10.2,1.5,,,,,,,,388.0,336.0,,
27,1,VPF-000043,Các món khác,Cá Nục kho,Braised mackerel (short mackerel),565.0,71.0,27.0,10.0,53.0,,,,,,1100.0,60.0,,
27,2,VPF-000042,Các món khác,Cá Ngừ kho dứa,Braised tuna with pineapple,159.0,36.4,0.5,2.2,8.5,80.5,10.2,,,,525.8,60.8,,
27,3,VPF-000041,Các món khác,Cá Diếc kho,Braised crucian carp,247.0,26.2,13.6,5.0,130.0,,,,,,796.5,20.4,,
27,4,VPF-000040,Các món khác,Cá chày kho,Braised mud carp,147.0,26.6,4.7,0.4,,,,,,,772.0,,,
27,5,VPF-000039,Các món khác,Cá bống kho,Braised goby fish,110.0,5.6,5.3,10.0,,1.98,2.5,,,,534.1,,,
27,6,VPF-000038,Các món khác,Canh mực nấu rau rút,Squid soup with rice-paddy herb,33.0,6.6,0.2,1.3,1.7,,,,,,276.4,51.3,,
27,7,VPF-000037,Các món khác,Canh trai nấu chua,Sour mussel soup,88.0,8.6,1.8,9.5,10.7,1482.0,57.3,,,,352.9,79.0,,
27,8,VPF-000036,Các món khác,"Canh sườn khoai tây, cà rốt",Crab paste soup,316.0,19.1,11.0,35.1,,2920.0,34.8,,,,594.4,56.8,,
27,9,VPF-000035,Các món khác,Canh rau cua,Water mimosa soup with beef,60.0,6.6,1.6,4.7,,670.0,24.5,,,,677.2,,,
27,10,VPF-000034,Các món khác,Canh rau nhút nấu bò,Rice-paddy herb soup with beef,84.0,10.7,3.9,1.4,0.8,,0.4,,,,242.2,22.4,,
27,11,VPF-000033,Các món khác,Canh rau ngót nấu thịt,Sweet leaf soup with pork,114.0,6.0,9.3,1.7,2.0,3325.0,187.0,,,,413.0,13.6,,
27,12,VPF-000032,Các món khác,Canh mướp lạc,Luffa and peanut soup,141.0,6.2,10.0,6.7,,299.0,14.0,,,,885.0,,,
27,13,VPF-000031,Các món khác,Canh khổ qua (mướp đắng) nhồi thịt,Bitter melon stuffed with meat soup,127.0,7.5,7.7,7.1,,,,,,,419.6,23.8,,
27,14,VPF-000030,Các món khác,"Canh khoai sọ nấu xương, rau rút",Taro soup with pork bones and rice-paddy herb,384.0,13.5,12.4,54.5,,2309.0,17.0,,,,449.0,26.0,,
27,15,VPF-000029,Các món khác,"Canh đu đủ xanh, thịt nạc",Green papaya soup with lean pork,155.0,16.7,5.6,9.3,1.6,28.5,77.6,,,,574.3,48.0,,
28,1,VPF-000028,Các món khác,Canh đậu trắng nấu xương lợn,White bean soup with pork bones,410.0,28.0,8.6,54.9,3.0,330.5,15.4,,,,372.0,18.0,,
28,2,VPF-000027,Các món khác,"Canh đậu, thịt, cà chua","Tofu, pork, and tomato soup",228.0,26.4,11.6,4.5,1.0,470.5,33.0,,,,420.1,30.0,,
28,3,VPF-000026,Các món khác,Canh chân giò nấu măng,Pork leg soup with bamboo shoots,370.0,19.6,30.8,3.9,33.5,423.3,37.0,,,,1203.5,67.0,,
28,4,VPF-000025,Các món khác,Canh cải xanh thịt nạc,Mustard greens soup with lean pork,48.0,5.9,1.4,3.0,0.4,7560.0,61.6,,,,571.6,12.0,,
28,5,VPF-000024,Các món khác,Canh cà tím nấu bung,Braised eggplant soup,408.0,18.7,33.0,9.1,5.0,180.0,40.3,,,,897.3,30.0,,
28,6,VPF-000023,Các món khác,Canh cá rô đồng nấu rau cải,Field perch fish soup with mustard greens,117.0,9.9,7.4,2.7,,8190.0,66.0,,,,427.2,,,
28,7,VPF-000022,Các món khác,Canh cá mè nấu chuối,Carp fish soup with banana,588.0,31.7,43.3,,5.0,184.9,32.8,,,,512.2,30.0,,
28,8,VPF-000021,Các món khác,Canh cá lóc (Các quả) nấu chua,Sour snakehead fish soup (with assorted vegetables),294.0,34.6,14.8,5.6,,283.5,23.6,,,,1754.7,,,
28,9,VPF-000020,Các món khác,Canh bí đỏ thịt nạt,Pumpkin soup with lean pork,176.0,10.3,8.7,14.0,1.0,7750.0,20.0,,,,644.0,33.5,,
28,10,VPF-000019,Các món khác,Canh bí đao nấu sườn lợn,Winter melon soup with pork ribs,,168.0,12.2,6.2,,,,,,,458.6,39.0,,
28,11,VPF-000018,Các món khác,Canh bầu nấu cơm,Winter melon soup with shrimp,88.0,5.4,5.4,4.6,20.0,15.0,12.0,,,,452.6,33.4,,
28,12,VPF-000017,Các món khác,Cá chép nấu dưa,Carp cooked with pickled mustard greens,1525.0,188.0,75.8,22.8,1792.0,5077.0,105.0,,,,1291.8,693.0,,
28,13,VPF-000016,Các món khác,Sushi xúc xích,Sausage sushi,45.0,1.8,2.4,4.0,0.1,2.4,0.1,,,,83.3,,,
28,14,VPF-000015,Cơm các loại,Sushi thập cẩm,Mixed sushi,54.0,2.7,1.2,8.2,8.35,83.4,0.7,,,,41.8,12.9,,
28,15,VPF-000014,Cơm các loại,Sushi phô mai,Cheese sushi,42.0,1.7,1.5,,12.4,5.3,0.1,,,,52.9,18.3,,
29,1,VPF-000013,Cơm các loại,Cơm sườn,Pork rib rice,616.0,24.5,16.2,93.0,,531.0,45.0,,,,63.0,55.25,,
29,2,VPF-000012,Cơm các loại,"Cơm suất văn phòng (Thịt ba chỉ, đậu phụ)","Office set meal (pork belly, tofu)",682.0,26.0,24.0,90.0,7.0,1005.0,17.0,,,,2732.0,49.0,,
29,3,VPF-000011,Cơm các loại,"Cơm suất văn phòng (Thịt nạc vai, su hào)","Office set meal (pork shoulder, kohlrabi)",650.0,25.1,18.9,94.9,,580.0,54.0,,,,1892.0,47.0,,
29,4,VPF-000010,Cơm các loại,"Cơm suất văn phòng (Thịt nạc vai, đậu phụ)","Office set meal (pork shoulder, tofu)",759.0,29.9,26.3,100.7,,5225.0,59.0,,,,2059.0,44.0,,
29,5,VPF-000009,Cơm các loại,Cơm rang thập cẩm,Mixed fried rice,623.0,19.9,21.9,86.6,108.0,1545.0,2.0,,,,1295.0,280.0,,
29,6,VPF-000008,Cơm các loại,Cơm hến,Baby clam rice,291.0,18.0,6.3,40.1,,33.4,12.4,,,,713.4,,,
29,7,VPF-000007,Cơm các loại,Cơm nắm,Rice ball,336.0,8.7,5.7,62.2,,1.0,,,,,392.0,,,
29,8,HAP-223019,Các món khác,Chả lợn mỡ,Fatty pork-patse,367.2,7.7,35.8,3.6,,,,14.2,1.3,3.3,240.7,32.0,136.3,
29,9,HAP-213023,Các loại bánh,Bì bò,Spring roll with mixed beef and vegetables,684.1,55.2,12.8,87.0,53.1,566.4,53.0,,,,613.9,32.2,,
29,10,HAP-223002,Các món khác,Tôm viên chiên đường phố,Fried shrimp balls,264.6,10.8,19.0,12.9,,,,,1.1,0.4,,,,30.5
29,11,HAP-213024,Các loại bánh,Bánh mỳ bò sốt vang,Baguette with beef stew sauce,501.0,55.0,0.7,68.7,166.9,1642.7,36.9,,,,2933.8,83.3,,
29,12,HAP-221013,Giải khát,Nước ép lê,Pear juice,229.2,3.4,1.0,51.8,11.3,129.5,19.8,91.1,11.0,0.6,24.0,,33.6,
29,13,HAP-211040,Các loại bánh,Bánh rán vừng (5 chiếc),Sesame fried cake (5 pieces),159.0,4.2,7.2,19.4,10.7,2.8,1.1,,,,10.8,29.7,,
29,14,HAP-221011,Giải khát,Nước ép lựu,Pomegranate Juice,211.8,0.6,1.1,49.9,,,0.4,41.8,0.4,0.3,34.2,,26.6,
29,15,HAP-213005,Các loại bánh,Bánh mỳ que 1 cái,French baguette (1 piece),116.0,5.5,7.2,7.4,115.0,,0.4,,,,21.3,29.6,,
30,1,HAP-213012,Các loại bánh,Bánh mỳ chả cá sốt cay,Banh my with fish cake in spicy sauce,177.5,7.5,4.9,25.8,6.4,74.7,2.8,47.5,1.3,0.2,141.2,,6.5,
30,2,HAP-213079,Các loại bánh,Bánh mỳ nướng muối ớt,Salt and pepper toast,420.6,12.3,32.2,20.4,104.0,17.3,,,,,198.6,168.0,,
30,3,HAP-211058,Các loại bánh,Bánh mỳ cay 5 cái,Spicy baguette (5 pieces),241.4,7.7,7.9,34.9,341.8,38.6,4.5,,,,32.3,45.0,,
30,4,HAP-211072,Các loại bánh,Bánh mỳ chảo,"Banh my with beef, egg, pate and sausage served in frying pan",702.7,33.0,27.8,80.1,322.2,127.9,40.8,95.5,5.2,2.4,3688.2,84.1,137.5,
30,5,HAP-211020,Các loại bánh,Bánh mỳ cay,Spicy baguette,751.9,24.1,35.6,83.9,1590.7,128.5,15.0,,,,145.5,210.0,,
30,6,HAP-211044,Các loại bánh,Bánh mỳ chảo sốt ngọt,"Banh my with egg, pate and sausage with sweet sauce served in frying pan",713.6,24.8,30.2,85.6,377.2,664.9,12.2,69.4,3.9,1.1,1851.2,52.4,63.7,
30,7,HAP-213078,Các loại bánh,Bánh giò,Pyramid rice dumpling,337.9,22.9,12.0,34.6,71.6,3.5,0.4,,,,292.1,244.2,,
30,8,HAP-211073,Các loại bánh,Bánh mỳ thịt xiên mật ong,Honey baked bread with BBQ pork skewers,336.3,14.3,19.1,26.8,6.9,5.9,15.6,41.9,2.0,1.8,240.8,43.3,34.6,
30,9,HAP-211107,Các loại bánh,Bánh giò,Pyramid rice dumpling,473.9,28.4,16.6,52.7,109.1,5.4,0.5,,,,444.8,358.3,,
30,10,HAP-211094,Các loại bánh,Bánh mỳ nướng muối ớt,Salt and pepper toast,428.9,16.2,19.8,46.4,6.6,2.2,5.3,37.3,2.2,0.6,677.0,24.1,24.1,
30,11,HAP-223016,Các món khác,Trứng vịt lộn 2 quả,Balut (2 pieces),120.9,9.7,6.2,6.5,456.5,227.5,5.7,,,,4747.7,,,
30,12,HAP-213011,Các loại bánh,Bánh mỳ sốt trứng cút,Banh my with sauced quail eggs,401.0,24.9,16.3,37.9,135.0,11.2,18.5,86.3,4.8,1.3,1877.4,375.1,106.3,
30,13,HAP-223018,Các món khác,Thịt xiên nướng 6 cái,Grilled meat skewers (6 pieces),247.7,15.5,20.1,1.2,2.3,,,,,,63.9,79.0,,
30,14,HAP-211071,Các loại bánh,Bì bò,Spring roll with mixed beef and vegetables,994.4,86.1,24.8,106.7,153.6,1572.8,75.0,428.4,10.0,16.2,175.9,86.2,89.0,
30,15,HAP-223024,Các món khác,Thịt lợn quay,Roast pork,529.9,81.1,21.3,3.4,8.2,0.5,5.3,,,,801.9,267.6,,
31,1,HAP-213053,Các loại bánh,Cuốn bỗng 8 cái,Lettuce roll with shrimp with vinegar dipping sauce,284.6,25.2,6.6,31.1,120.1,878.8,30.7,100.2,1.4,0.7,1301.0,71.7,60.8,
31,2,HAP-221016,Các món khác,Sắn luộc,Boiled cassava,580.2,4.0,0.7,139.4,2.5,29.4,125.0,,,,7.4,,,
31,3,HAP-211037,Giải khát,Cà phê dừa,Coconut coffee,183.6,2.4,8.0,25.5,,,0.8,52.6,7.5,1.4,9.0,,73.1,
31,4,HAP-223007,Các món khác,Phô mai chiên,Fried cheese,783.9,31.6,63.5,21.5,116.4,105.1,7.1,,,,247.9,41.0,,
31,5,HAP-213006,"Chè, các loại giải khát",Chè sầu riêng,Durian dessert soup,283.2,5.7,1.5,61.7,44.5,239.0,27.2,215.6,3.2,1.7,36.4,,157.7,
31,6,HAP-221028,Các món khác,Ngô nướng,Grilled corn,265.6,5.4,3.1,54.1,26.5,318.3,15.9,,,,4.0,,,
31,7,HAP-211057,"Chè, các loại giải khát",Chè Thái,Variety of jello and milk dessert soup,123.0,4.5,2.5,20.6,28.0,11.9,0.5,181.7,1.2,1.0,216.5,22.7,93.1,
31,8,HAP-221027,Các món khác,Ngô luộc,Boiled corn,301.4,6.8,3.9,59.8,,,,,,,,,,
31,9,HAP-211015,"Ngao, ốc",Ốc bông xào bơ trứng mặn,Stir-fried snail with salted butter egg yolk sauce,575.5,19.9,40.7,32.4,544.7,,,86.5,2.7,2.5,1942.0,400.0,68.3,
31,10,HAP-223021,Các món khác,Ngô cay,Spicy corn,791.6,10.2,41.9,93.5,98.3,481.4,23.3,,,,7.7,26.2,,
31,11,HAP-213045,"Ngao, ốc",Ốc bông xào me,Stir-fried snail with tamarind sauce,488.7,38.6,23.8,30.1,2.3,,,5155.0,13.8,2.4,1850.3,,122.6,
31,12,HAP-221020,Các món khác,Nem rán,Fried spring rolls,336.7,9.7,19.2,31.3,75.7,558.1,14.8,,,,561.4,106.1,,
31,13,HAP-211013,"Chè, các loại giải khát",Ốc đá xào,Stir fried snail,187.6,30.3,1.2,14.0,7.1,181.7,15.0,4455.7,0.3,0.1,545.9,,14.0,
31,14,HAP-223026,Các món khác,Lòng lợn luộc,Boiled pork offal,303.8,33.3,16.0,6.6,146.8,1264.3,38.6,,,,802.2,166.7,,
31,15,HAP-211096,"Ngao, ốc",Ốc mít luộc mắm,Boiled snail in fish sauce,158.3,17.6,1.2,19.3,9.5,89.4,29.8,1999.5,0.6,0.2,804.0,,19.7,
32,1,HAP-221021,Các món khác,Khoai tây chiên,French fries,372.1,4.6,4.6,50.6,4.2,48.6,22.5,,,,64.4,,,
32,2,HAP-213044,"Ngao, ốc",Ốc mỡ xào ngô,Fried snail with maize seeds,420.9,42.1,10.7,39.1,11.4,,,5336.0,1.1,1.2,936.9,16.9,45.3,
32,3,HAP-221015,Các món khác,Khoai lang luộc,Boiled sweet potato,707.1,4.6,1.1,169.7,32.1,385.3,59.1,,,,79.6,,,
32,4,HAP-211068,Các món khác,Chim cút quay lá mắc mật (4 con),Roasted bird with Dalzell oliv leaves,373.7,61.0,12.9,3.4,56.8,104.3,46.4,44.0,12.8,7.6,152.0,196.0,74.5,
32,5,HAP-221036,Các món khác,Hạt dẻ nướng,Roasted chestnuts,196.7,3.7,1.0,43.3,2.1,25.7,73.6,,,,5.5,,,
32,6,HAP-211098,Các món khác,Dồi sụn nướng,Roasted pig small intestine,307.1,23.6,22.2,3.2,92.6,470.2,14.0,63.1,43.0,1.0,1292.0,32.5,21.4,
32,7,HAP-223020,Các món khác,Giò lợn,Pork ham,170.7,27.1,6.9,,37.8,,0.4,,,,59.2,92.0,,
32,8,HAP-211012,Các món khác,Giá bể xào,Stir-fried Lamp Shell,308.7,39.0,3.2,31.1,26.4,196.5,7.0,844.2,0.2,,4.9,,3.9,
32,9,HAP-223001,Các món khác,Cá viên chiên đường phố,Street-style fried fish balls,278.0,7.9,22.3,11.3,,,,,,,,,,30.8
32,10,HAP-213015,Các món khác,Lòng dồi sụn,Pork Cartilage blood sausages,309.3,34.0,12.7,14.9,90.5,1056.4,22.8,79.1,3.7,4.0,638.8,217.7,92.5,
32,11,HAP-223013,Các món khác,Bỏng ngô,Popcorn,370.2,8.3,1.5,80.8,,,,,,,332.2,,,
32,12,HAP-211039,Các món khác,Nem Thính,Pork ear and pork belly mixed with roasted rice powder,612.3,44.8,25.2,51.7,92.5,926.3,42.6,127.0,5.5,2.7,1206.0,123.4,78.2,
32,13,HAP-223003,Các món khác,Bò viên chiên đường phố,Street-style fried beef balls,227.0,12.4,15.3,9.9,,,,,,,,,,24.3
32,14,HAP-213066,Các món khác,Nộm bò khô,Salad with dried beef and green papaya,239.7,14.6,9.8,23.0,701.7,1181.3,20.6,51.9,2.7,1.4,1808.9,34.5,84.8,
